_lab_item,_lab_fragment,NaO,MgO,AlO,SiO,KO,CaO,FeO
s26,f3,0.401037636,0.171735462,0.242804181,0.83744474,0.331973544,0.206966155,0.003428611
s26,f3,0.400436531,0.170026665,0.244705459,0.840380932,0.33297096,0.202766542,0.004636479
s26,f3,0.400516626,0.168958864,0.245293457,0.847893704,0.338781474,0.205933907,0.003447176
s26,f4,0.402967244,0.171718289,0.253929147,0.869619082,0.354162299,0.214381101,0.003503475
s26,f4,0.401037636,0.169602129,0.257406174,0.879941369,0.358043783,0.214659978,0.00475623
s26,f4,0.402363247,0.170878927,0.257303232,0.880293416,0.358652976,0.218602558,0.003525969
s27,f1,0.510533,0.273159338,0.096762089,0.856243912,0.084264046,0.396809088,0.003420734
s27,f1,0.510124737,0.273706203,0.098490025,0.852825777,0.090645408,0.393411162,0.004614739
s27,f1,0.51298945,0.275380913,0.098746433,0.85607268,0.086596143,0.396848771,0.003423814
s27,f2,0.513246009,0.277565039,0.09502645,0.902487896,0.092930814,0.426305097,0.003501023
s27,f2,0.513451348,0.278176354,0.092967994,0.901946566,0.095064469,0.428227792,0.004732981
s27,f2,0.509360124,0.276567601,0.096887962,0.900234495,0.094855557,0.427030432,0.003495077
s27,f3,0.520481986,0.282974073,0.082976321,0.938755704,0.096878274,0.45036361,0.003569606
s27,f3,0.521315424,0.28280434,0.088036833,0.93997688,0.101094455,0.45036361,0.00482956
s27,f3,0.520325865,0.281844438,0.10690657,0.939507009,0.101134901,0.451310367,0.003574965
s28,f1,0.500123606,0.294758176,0.082306928,0.868836777,0.089090729,0.397047245,0.003436162
s28,f1,0.503183683,0.294905592,0.074855177,0.872144638,0.084822028,0.400036294,0.004652735
s28,f1,0.503636752,0.292555759,0.071956033,0.868749898,0.093284623,0.396253944,0.003437193
s28,f2,0.502228542,0.297036575,0.09902331,0.903300501,0.09902331,0.42388207,0.003500323
s28,f2,0.501425619,0.294669762,0.106298936,0.900864879,0.094846072,0.422612329,0.004722108
s28,f2,0.503183683,0.295230167,0.098884775,0.900864879,0.09487453,0.423627817,0.003495776
s28,f3,0.504544115,0.295555099,0.090166258,0.891990319,0.094391901,0.41374725,0.003477993
s28,f3,0.502077896,0.296739687,0.103913132,0.891098774,0.085605992,0.412838006,0.004695738
s28,f3,0.503536035,0.295969166,0.098362072,0.891009669,0.094373025,0.412466619,0.003477297
s29,f1,0.514582184,0.3040996,0.076146208,0.900864879,0.083894099,0.416695308,0.003502424
s29,f1,0.512784295,0.307002312,0.076077707,0.89933471,0.090727026,0.413623144,0.004728723
s29,f1,0.514633645,0.306695463,0.076115755,0.90104507,0.081390233,0.415031856,0.003501023
s29,f2,0.51731671,0.307586171,0.084601778,0.914662623,0.089322666,0.425921595,0.003531968
s29,f2,0.515973434,0.305623905,0.084694891,0.918879763,0.093846013,0.428142155,0.004777681
s29,f2,0.516179864,0.310491113,0.093677242,0.913565686,0.091501492,0.427073137,0.003529144
s29,f3,0.515354637,0.307063719,0.075660428,0.889674156,0.088019227,0.402765811,0.00348008
s29,f3,0.513759511,0.304130011,0.066710028,0.88887381,0.080822491,0.400196341,0.004698086
s29,f3,0.515612379,0.306143908,0.063526382,0.891811938,0.088133726,0.405473402,0.003484956
s30,f1,0.509869739,0.285275471,0.087265507,0.863293977,0.004662516,0.436180121,0.003450625
s30,f1,0.511094896,0.286189815,0.082636815,0.863293977,0.003449935,0.434438885,0.004661584
s30,f1,0.508800136,0.283512235,0.082554219,0.862862438,0.003446486,0.435613455,0.003446486
s30,f2,0.509767775,0.285503783,0.089680673,0.867534499,0.00467372,0.44051975,0.003458916
s30,f2,0.507783552,0.282013595,0.080234635,0.8651088,0.00345166,0.43928802,0.004663915
s30,f2,0.508342422,0.283881041,0.085008842,0.865628021,0.00345097,0.437840758,0.00345097
s30,f3,0.521419698,0.291387874,0.065017423,0.926816207,0.092467319,0.466872069,0.003566395
s30,f3,0.519234327,0.296087577,0.065069458,0.928393134,0.087922459,0.469681722,0.004822803
s30,f3,0.521159053,0.295259691,0.092587605,0.928857447,0.096917033,0.468555838,0.003571034
s31,f1,0.500974539,0.268152347,0.098647736,0.857529241,0.004622128,0.421599276,0.003420392
s31,f1,0.50042377,0.271960077,0.097217942,0.864849306,0.00343685,0.432228887,0.004643903
s31,f1,0.504443216,0.272014474,0.094599792,0.852058579,0.003412535,0.41407838,0.003412535
s31,f2,0.500824269,0.27138956,0.085119426,0.877305501,0.004669048,0.435134544,0.003455459
s31,f2,0.504544115,0.271470989,0.087913667,0.886920437,0.003476254,0.444902554,0.004697147
s31,f2,0.501475764,0.273897864,0.098273586,0.885502499,0.003474169,0.444902554,0.003474169
s31,f3,0.499623732,0.26834012,0.098165544,0.847893704,0.058554344,0.413623144,0.003403673
s31,f3,0.499823621,0.268662321,0.092661705,0.854533135,0.003414241,0.420000238,0.004613355
s31,f3,0.501576069,0.272995491,0.092448828,0.847724142,0.003406397,0.416195574,0.003406397
s31,f4,0.500623979,0.269604287,0.080870999,0.833351298,0.004561973,0.401077742,0.003376215
s31,f4,0.504493663,0.269469518,0.085966293,0.844931263,0.003399252,0.409057314,0.0045931
s31,f4,0.50197749,0.266441652,0.085323958,0.83151994,0.003373515,0.398160535,0.003373515
s32,f1,0.503032751,0.275518638,0.107711384,0.919707127,0.098175361,0.471564212,0.003541163
s32,f1,0.50042377,0.27179695,0.105694756,0.916677096,0.101937031,0.471705702,0.004776248
s32,f1,0.503536035,0.274446208,0.111894368,0.930530896,0.096675043,0.480081211,0.003562118
s32,f2,0.496585304,0.274693321,0.115625356,0.934727721,0.096965503,0.488996474,0.003572463
s32,f2,0.495593126,0.27060367,0.108337925,0.930903183,0.110129316,0.488019458,0.004812686
s32,f2,0.498824973,0.277537283,0.117349338,0.936599047,0.085614553,0.490514715,0.00357425
s32,f3,0.471941614,0.264794825,0.111525725,0.860966228,0.06518017,0.401800332,0.003397213
s32,f3,0.474212379,0.267884329,0.109975243,0.859933688,0.068248488,0.40192089,0.004591723
s32,f3,0.475637153,0.265882712,0.108587389,0.863725732,0.071275687,0.404460985,0.003404695
s32,f4,0.50298245,0.272722632,0.101296846,0.904837418,0.076359716,0.461903169,0.003512244
s32,f4,0.499723667,0.270522501,0.116880878,0.906105078,0.067373737,0.460703781,0.004744828
s32,f4,0.501024639,0.27179695,0.100761393,0.896820095,0.07595608,0.45361793,0.003493679
s33,f1,0.482584135,0.257534909,0.125807792,0.899244781,0.078073858,0.425495886,0.003468268
s33,f1,0.489338891,0.262029025,0.120091659,0.897089181,0.069696861,0.425113112,0.0046887
s33,f1,0.486460292,0.261479341,0.12997671,0.895565425,0.075441331,0.429686245,0.003470002
s33,f2,0.486411649,0.255457302,0.115071685,0.865195315,0.081708275,0.402604737,0.00341117
s33,f2,0.486995693,0.259343977,0.123823267,0.866147553,0.081765491,0.402001283,0.004612893
s33,f2,0.489143195,0.26087863,0.126261516,0.861224556,0.076673433,0.395422684,0.003406397
s33,f3,0.485779724,0.255738459,0.126577565,0.888607187,0.082669876,0.418825883,0.00345166
s33,f3,0.483937264,0.257431915,0.135267633,0.916218872,0.093023791,0.442727864,0.004735348
s33,f3,0.481138552,0.256173584,0.137421834,0.927743486,0.09360233,0.455436035,0.003526322
s33,f4,0.484712184,0.254208623,0.114818805,0.835687951,0.070333997,0.381249981,0.003359712
s33,f4,0.486752256,0.255712887,0.12737752,0.83744474,0.073175106,0.384389084,0.004548308
s33,f4,0.482487628,0.254030739,0.115949561,0.830771909,0.072839273,0.379272627,0.003350318
s34,f1,0.500273665,0.269442573,0.106960037,0.849336349,0.071282815,0.410040231,0.003405035
s34,f1,0.497479962,0.268528023,0.117654843,0.846707483,0.073910528,0.407668881,0.004594019
s34,f1,0.498974643,0.269334817,0.106917262,0.846453509,0.081528714,0.414161204,0.003403673
s34,f2,0.495890571,0.270549555,0.181028645,0.885591053,0.08314244,0.441754933,0.003471044
s34,f2,0.49435569,0.268313287,0.123230339,0.908009898,0.091200035,0.470198657,0.004752902
s34,f2,0.495642687,0.271960077,0.120067643,0.88267342,0.069682923,0.447759062,0.003469308
s34,f3,0.49777854,0.270008997,0.118837294,0.888607187,0.085665937,0.444769104,0.003477645
s34,f3,0.495543569,0.270766081,0.115405877,0.883291507,0.085409324,0.441799111,0.00468495
s34,f3,0.494454571,0.267803976,0.119827748,0.881967563,0.080491797,0.440695993,0.003462377
s34,f4,0.496833659,0.272096091,0.115972753,0.889318358,0.092476567,0.454253439,0.003484259
s34,f4,0.493417306,0.268635456,0.114520664,0.844593358,0.003394835,0.412549121,0.004587592
s34,f4,0.496535648,0.268125533,0.114520664,0.843833566,0.06513456,0.408771074,0.003394496
s35,f1,0.460013243,0.259318044,0.137903654,0.870663251,0.004611971,0.421767949,0.003412876
s35,f1,0.463569017,0.261976624,0.133027421,0.870315056,0.003413558,0.419916247,0.004612893
s35,f1,0.461072491,0.257354697,0.134055686,0.867794798,0.003408101,0.421177887,0.003408101
s35,f2,0.468134327,0.258205371,0.127836906,0.848487437,0.004564711,0.404784683,0.003377904
s35,f2,0.468837056,0.261400909,0.125280507,0.848911787,0.003379593,0.405797911,0.004566538
s35,f2,0.472697325,0.261845669,0.121177363,0.848317757,0.003378579,0.40167981,0.003378579
s35,f3,0.501124854,0.270847323,0.121796946,0.863984889,0.004642511,0.429299701,0.003435475
s35,f3,0.500974539,0.267188734,0.123168739,0.863898495,0.003434445,0.4302452,0.004640654
s35,f3,0.50177674,0.267643342,0.11583367,0.863812109,0.003433758,0.429643278,0.003433758
s35,f4,0.50037373,0.263553209,0.116088784,0.867794798,0.004649944,0.435526341,0.003441321
s35,f4,0.497579468,0.261976624,0.118374731,0.858902386,0.003420392,0.425495886,0.004622128
s35,f4,0.494207406,0.263184493,0.113699077,0.854447686,0.003415949,0.429042199,0.003415949
s36,f1,0.49470186,0.262160072,0.113710447,0.855644751,0.004616123,0.42604939,0.00341629
s36,f1,0.499523817,0.263237135,0.108968111,0.857700764,0.003416632,0.426134609,0.004617047
s36,f1,0.498974643,0.262737459,0.113960885,0.857958113,0.003423472,0.42835628,0.003423472
s36,f2,0.502580225,0.273268623,0.126716877,0.914022583,0.00477386,0.475114239,0.003533028
s36,f2,0.499573772,0.268608594,0.121068352,0.919799102,0.00354258,0.484663715,0.004787246
s36,f2,0.502077896,0.268152347,0.13115178,0.899514595,0.003501023,0.45858941,0.003501023
s36,f3,0.501325344,0.259525582,0.125443478,0.815543922,0.003348978,0.390823198,0.003348978
s36,f3,0.493664077,0.265351478,0.126286771,0.904294678,0.004758133,0.492431458,0.004758133
s36,f3,0.501024639,0.260019149,0.119887677,0.832102208,0.003381621,0.414865877,0.003381621
s36,f4,0.50829159,0.270847323,0.115683184,0.859847699,0.003429297,0.421557118,0.003429297
s36,f4,0.505402569,0.262763734,0.12115313,0.853422964,0.004617509,0.420378409,0.004617509
s36,f4,0.505655334,0.268098722,0.124282261,0.858473042,0.003426555,0.421472815,0.003426555
s37,f1,0.493664077,0.275188214,0.151829059,0.903571532,0.11797294,0.426987731,0.092819364
s37,f1,0.499324048,0.277454035,0.150559037,0.90104507,0.106256425,0.426560956,0.003493329
s37,f1,0.497430217,0.276097835,0.146871092,0.914571161,0.106927954,0.435004023,0.003515407
s37,f2,0.495940162,0.266468298,0.149225007,0.857186298,0.103778133,0.392154259,0.071432667
s37,f2,0.494800811,0.273870476,0.149449012,0.873453836,0.102930631,0.406244534,0.003442353
s37,f2,0.493861582,0.26834012,0.147518749,0.864503435,0.094893507,0.396769409,0.074414832
s37,f3,0.49519681,0.273213975,0.151935377,0.921087723,0.117349338,0.436834882,0.003525264
s37,f3,0.500674044,0.274610925,0.161524249,0.925612128,0.114692574,0.446194644,0.003543289
s37,f3,0.495345391,0.274199318,0.157457453,0.917685995,0.114086311,0.439595629,0.0891442
s37,f4,0.496585304,0.275353377,0.14480026,0.93239382,0.12295953,0.456074092,0.003552868
s37,f4,0.504846932,0.275601306,0.147503998,0.904294678,0.101013612,0.427372193,0.004732981
s37,f4,0.497082137,0.267375832,0.14364648,0.857786539,0.105462483,0.390471615,0.003410829
s38,f1,0.498027491,0.264688928,0.09216268,0.842231805,0.00458851,0.412631639,0.10329152
s38,f1,0.494504019,0.264265764,0.081049111,0.836189514,0.064926462,0.41090222,0.091840675
s38,f1,0.496337073,0.266148728,0.097910645,0.841894979,0.076420828,0.412549121,0.090112175
s38,f2,0.497181564,0.265749804,0.095617445,0.87179585,0.07220832,0.438717316,0.093611691
s38,f2,0.49544447,0.265431095,0.099350627,0.869619082,0.072121722,0.436834882,0.095502773
s38,f2,0.491152799,0.261557797,0.090112175,0.842568765,0.073807126,0.418993446,0.101519945
s38,f3,0.492677735,0.262317415,0.085110914,0.826545758,0.067589678,0.40151917,0.095197652
s38,f3,0.497131848,0.265165797,0.100953022,0.83093808,0.003376215,0.403975923,0.095502773
s38,f3,0.491103686,0.263368786,0.104810638,0.870576189,0.08253771,0.439375886,0.106533051
s38,f4,0.491447579,0.266601565,0.110449155,0.905742708,0.06746138,0.475161753,0.105136056
s38,f4,0.49435569,0.264530162,0.092421097,0.892436425,0.078371103,0.458176866,0.105906357
s38,f4,0.491693364,0.265537289,0.102673626,0.897448089,0.070200489,0.46227284,0.102673626
s39,f1,0.509971723,0.266975069,0.120693621,0.869271304,0.062806293,0.40567619,0.147356568
s39,f1,0.510073727,0.258463705,0.115002662,0.847978498,0.06847408,0.396333203,0.148006365
s39,f1,0.512527967,0.267295631,0.116344461,0.871272929,0.062875418,0.405230191,0.0034489
s39,f2,0.50930919,0.264133664,0.107711384,0.88887381,0.0757437,0.42681697,0.166893399
s39,f2,0.509563909,0.263368786,0.109339233,0.887630257,0.063456541,0.426731615,0.153324299
s39,f2,0.509207339,0.267215455,0.114555025,0.892793471,0.073043509,0.426902342,0.157993719
s39,f3,0.51094159,0.27179695,0.114406201,0.91411399,0.087073734,0.449328964,0.16217164
s39,f3,0.511759751,0.263975232,0.115486689,0.906558243,0.091209155,0.43876119,0.164507355
s39,f3,0.509614868,0.265670091,0.12645105,0.910373795,0.076650435,0.444813583,0.169890698
s39,f4,0.506262485,0.258386178,0.117138299,0.883910028,0.078159787,0.423373716,0.159310524
s39,f4,0.510584056,0.263026629,0.124419047,0.88152669,0.069675955,0.41949654,0.151722816
s39,f4,0.508037508,0.260930811,0.110427067,0.880205391,0.072483234,0.4169454,0.150333368
s40,f1,0.499324048,0.268689189,0.127504962,0.914205406,0.004749576,0.449868483,0.003515055
s40,f1,0.496634965,0.265537289,0.121699547,0.915944047,0.003516462,0.452756874,0.004751476
s40,f1,0.494553472,0.266415009,0.124568439,0.915211585,0.00351365,0.449149268,0.00351365
s40,f2,0.495940162,0.262343648,0.122615725,0.862603618,0.004619356,0.409630396,0.003418683
s40,f2,0.497032432,0.265829541,0.119480751,0.857958113,0.003410488,0.403693239,0.004608744
s40,f2,0.501927295,0.265590402,0.122910356,0.864935795,0.003426897,0.408321673,0.003426897
s40,f3,0.498525768,0.260826459,0.121845674,0.827620966,0.004538766,0.381784105,0.00335904
s40,f3,0.497181564,0.262606123,0.1166007,0.834018245,0.003369132,0.385389796,0.004552403
s40,f3,0.495246332,0.258541256,0.118968087,0.827207259,0.003355683,0.382013244,0.003355683
s40,f4,0.50037373,0.265139282,0.116787411,0.885679617,0.06642379,0.424391033,0.003461684
s40,f4,0.497629229,0.265139282,0.12756873,0.874590065,0.059201997,0.416153956,0.004649944
s40,f4,0.499823621,0.266468298,0.116834135,0.862344876,0.003418683,0.404056726,0.003418683
s41,f1,0.497082137,0.275188214,0.106682302,0.815136251,0.003344962,0.380792756,0.003344962
s41,f1,0.500724114,0.277870528,0.107184889,0.822670108,0.0703551,0.384427525,0.004541491
s41,f1,0.502630486,0.275380913,0.115186814,0.827620966,0.064673742,0.389769399,0.00337048
s41,f2,0.494800811,0.279682569,0.123230339,0.82803488,0.003360384,0.383429311,0.003360384
s41,f2,0.497728764,0.282323981,0.12645105,0.836775052,0.00337554,0.383966488,0.004561517
s41,f2,0.498226742,0.281225061,0.127658059,0.834518806,0.004558325,0.384619787,0.003373178
s41,f3,0.495394928,0.274226739,0.101043921,0.80243855,0.004489114,0.370537732,0.003322293
s41,f3,0.501676394,0.284847879,0.106458504,0.838953498,0.003389069,0.396729734,0.0045798
s41,f3,0.492431458,0.28581801,0.171529503,0.88798538,0.00348008,0.43906843,0.00348008
s41,f4,0.497728764,0.282323981,0.12645105,0.836775052,0.004561517,0.383966488,0.00337554
s41,f4,0.498226742,0.281225061,0.127658059,0.834518806,0.003373178,0.384619787,0.004558325
s41,f4,0.498226742,0.28041069,0.135172978,0.834268488,0.003374865,0.385120117,0.003374865
s42,f1,0.48719053,0.26708188,0.122162885,0.916310498,0.076742471,0.475732289,0.103695143
s42,f1,0.485536895,0.270090011,0.123057937,0.906648904,0.084137745,0.46775997,0.113687707
s42,f1,0.482825488,0.271525289,0.12221176,0.916768768,0.095837618,0.474639363,0.119122846
s42,f2,0.479553412,0.261322501,0.128580514,0.86744775,0.089001683,0.431149664,0.111102731
s42,f2,0.483888873,0.265431095,0.130889739,0.879589463,0.095875961,0.439639591,0.115129235
s42,f2,0.482342903,0.263896051,0.123996741,0.859589783,0.084213503,0.420252314,0.110648142
s42,f3,0.487873075,0.264054436,0.111425397,0.843411755,0.08583744,0.414409775,0.087992825
s42,f3,0.543731348,0.292936329,0.137917445,0.956762586,0.091072444,0.471752875,0.123057937
s42,f3,0.493269303,0.264477261,0.118102782,0.852911064,0.081740965,0.417237364,0.094609253
s42,f4,0.487287978,0.262579864,0.118932402,0.844424457,0.076420828,0.412796724,0.106639638
s42,f4,0.487970659,0.261557797,0.120356152,0.844086754,0.085863195,0.413375045,0.097910645
s42,f4,0.489681549,0.266175344,0.116042358,0.842821573,0.076428471,0.414036974,0.099748825
s43,f1,0.497330741,0.27926336,0.11950465,0.928207474,0.109525268,0.451400639,0.003542226
s43,f1,0.494800811,0.276180677,0.122382976,0.926630862,0.105747617,0.447311526,0.003536563
s43,f1,0.498376233,0.276650584,0.122358502,0.924132333,0.107539184,0.448610613,0.003535856
s43,f2,0.499823621,0.27546354,0.107388734,0.86027773,0.092791522,0.396888458,0.003419025
s43,f2,0.496237816,0.271036983,0.114006479,0.865368371,0.090917752,0.402443727,0.004628141
s43,f2,0.493170659,0.27384309,0.120139706,0.869445176,0.098894664,0.40292695,0.003429297
s43,f3,0.499124358,0.277898317,0.128799287,0.911284624,0.103167644,0.434612695,0.084120919
s43,f3,0.500473815,0.274638388,0.119947636,0.911649211,0.099291034,0.434917031,0.003510138
s43,f3,0.499324048,0.275546192,0.127504962,0.914479709,0.0974418,0.437840758,0.003515055
s43,f4,0.498775093,0.276816624,0.123008724,0.912561316,0.108565674,0.43279115,0.003511191
s43,f4,0.49509778,0.270144035,0.120500666,0.872580819,0.09335928,0.408934616,0.082389276
s43,f4,0.496386709,0.276042621,0.130041714,0.908282341,0.099231478,0.440607862,0.003508032
s44,f1,0.50479645,0.279040039,0.132960924,0.938474119,0.085914729,0.491201917,0.114394761
s44,f1,0.502479719,0.27480322,0.135823368,0.904746939,0.088992783,0.459829275,0.103374186
s44,f1,0.501325344,0.273815707,0.129859783,0.877393235,0.087676621,0.43928802,0.09409033
s44,f2,0.50252997,0.272041677,0.123575867,0.845861199,0.081602123,0.407342876,0.09042812
s44,f2,0.503234004,0.271443843,0.128028805,0.849676152,0.084188243,0.414741435,0.092754413
s44,f2,0.499873606,0.267696876,0.132814747,0.84738512,0.081642934,0.412755447,0.092504314
s44,f3,0.502328998,0.272395561,0.119206261,0.88887381,0.090437163,0.451536079,0.090437163
s44,f3,0.492825561,0.272259397,0.131427488,0.883291507,0.090040114,0.444191279,0.100158635
s44,f3,0.496585304,0.273132023,0.133173832,0.886920437,0.102355831,0.447266798,0.102355831
s44,f4,0.50409023,0.26971215,0.124555983,0.859589783,0.07982648,0.421852311,0.099033213
s44,f4,0.509818754,0.27138956,0.122775229,0.851973377,0.088752827,0.413375045,0.088752827
s44,f4,0.507885119,0.269146349,0.122677048,0.851973377,0.08425562,0.413623144,0.076996139
s45,f1,0.467058856,0.26265865,0.115822087,0.852825777,0.085717352,0.409261894,0.083484024
